Question,Solution
"A 27 mW laser beam has a cross-sectional area of 10 mm2. The magnitude of the maximum electric field in this electromagnetic wave is given by [Given permittivity of space ε0 = 9 × 10–12 SI units, speed of light c = 3 × 108 m/s]
(a) 2 kV/m
(b) 0.7 kV/m
(c) 1 kV/m
(d) 1.4 kV/m","The intensity of the electromagnetic wave is given by I = Power(P)/Area(A) = ½ ε0 E2C, E = sqrt((2P)/(Aε0c)) = sqrt((2 x 27 x 10^-3)/(10 x 10^-6 x 9 x 10^-12 x 3 x 10^8)) = sqrt(0.2 x 10^7) = sqrt(2 x 10^6), E = 1.4 kV/m"
"The RMS value of the electric field of the light coming from the sun is 720 N/C. The average total energy density of the electromagnetic wave is
(a) 3.3 × 10–3 J/m3
(b) 4.58 × 10–6 J/m3
(c) 6.37 × 10–9 J/m3
(d) 81.35 ×10–12 J/m3","U = (½)є0 (E2rms)+ (½μ0) (B2rms), U = (½)є0 (E2rms) + (½μ0) (E2rms/c2), U = (½)є0 (E2rms) + (½μ0) (E2rmsє0μ0), U = (½)є0 (E2rms) + (½)є0 (E2rms) = є0 (E2rms), U = (8.85 x 10-12) x (720)2 = 4.58 x10-6 Jm-1"
"Which of the following are not electromagnetic waves?
(a) cosmic rays
(b) gamma rays
(c) β-rays
(d) X-rays",β-rays are not electromagnetic waves
"If a source of power 4kW produces 1020 photons/second, the radiation belongs to a part of the spectrum called
(a) microwaves
(b) y-rays
(c) X-rays
(d) ultraviolet rays","Energy of a photon E = hν = hc/λ. If n is the number of photon emitted per second Power, P = nhc/λ, 4 x 103 = (1020 x 6.62 x 10-34 x 3 x 108)/λ, λ = (1020 x 6.62 x 10-34 x 3 x 108)/(4 x 103), λ = (19.8 x 10-6)/ (4 x 103), λ = 4.96 x 10-9 = 49.6 Å ≈ 50 Å (x -ray)"
"An EM wave from the air enters a medium. The electric fields are E1_vector = E01 x_hat cos[2πf(z/c - t)] in air and E2_vector = E02 x_hat cos[k(2z-ct)] in medium, where the wavenumber k and frequency f refer to their values in air. The medium is non-magnetic. If εr1 and εr2 refer to relative permittivities of air and medium respectively, which of the following options is correct?
(a) εr1 /εr2 = 4
(b) εr1 /εr2 = 2
(c) εr1 /εr2 = 1/4
(d) εr1 /εr2 = ½","In the air, the EM wave is E1_vector = E01 x_hat cos[2πf(z/c - t)] = E2_vector = E02 x_hat cos[k(z-ct)]. In the medium, the EM wave is E2_vector = E02 x_hat cos[k(2z-ct)] = E2_vector = E02 x_hat cos[2k(z-(c/2)t)]. During refraction, frequency remains unchanged, whereas the wavelength gets changed k’ = 2k (From equations) 2π/λ’ = 2(2π/λ0) = λ’= λ0/2. Since, v = c/2, 1/√(μ0εr2) = (1/2) x 1/√(μ0εr1), εr1/εr2= 1/4"
"A convex lens is put 10 cm from a light source and it makes a sharp image on a screen, kept 10 cm from the lens. Now a glass block (refractive index 1.5) of 1.5 cm thickness is placed in contact with the light source. To get the sharp image again, the screen is shifted by a distance d. Then d is
A. 0.55 cm towards the lens
B. 0
C. 1.1 cm away from the lens
D. 0.55 cm away from the lens","Case I: u = –10 cm, v = 10 cm, f =? Using lens formula, (1/f) = [(1/v) – (1/u)] 1/f =[(1/10) – (1/-10)] f = 5 cm Case II: Due to introduction of slab, shift in the source is = t[1 – (1/μ)] = 1.5[1 – (⅔)] = 0.5 Now, u = –9.5 cm, v = 10.55 cm d = 10.55 – 10 = 0.55 cm away from the lens."
"The speed of light in the medium is
A. maximum on the axis of the beam
B. minimum on the axis of the beam
C. the same everywhere in the beam
D. directly proportional to the intensity I","Given μ = μ0 + μ2I As μ = Speed of light in vacuum/Speed of light in the medium μ =c/v v = c/μ = c/(μ0 + μ2I) As the intensity is maximum on the axis of the beam, therefore v is minimum on the axis of the beam"
"As the beam enters the medium, it will
A. travel as a cylindrical beam
B. diverge
C. converge
D. diverge near the axis and converge near the periphery","As the beam enters the medium, it will converge"
"The eye can be regarded as a single refracting surface. The radius of curvature of this surface is equal to that of the cornea (7.8 mm). This surface separates two media of refractive indices 1 and 1.34. Calculate the distance from the refracting surface at which a parallel beam of light will come to focus
A. 4.0 cm
B. 1 cm
C. 3.1 cm
D. 2 cm",(1.34/v) – (1/∞) = (1.34 – 1)/7.8 1.34/v = 0.34/7.8 v =(1.34 x 7.8)/0.34 v = 30.7 mm ≈ 3.1 cm
"In an interference experiment the ratio of amplitudes of coherent waves is (a1/a2) = ⅓. The ratio of maximum and minimum intensities of fringes will be
A. 4
B. 9
C. 2
D. 18",(Imax/Imin) = (a1 + a2)2/(a1 – a2)2 = (1 + 3)2/(1 – 3)2 = 16/4 = 4
"The image formed by an objective of a compound microscope is
A. virtual and diminished
B. real and diminished
C. real and enlarged
D. virtual and enlarged",The objective of a compound microscope forms a real and enlarged image.
"Calculate the limit of resolution of a telescope objective having a diameter of 200 cm, if it has to detect light of wavelength 500 nm coming from a star.
A. 610 × 10–9 radian
B. 152.5 × 10–9 radian
C. 457.5 × 10–9 radian
D. 305 × 10–9 radian","The limit of resolution, Δθ = 1.22λ/a = (1.22 x 500 x 10-9/200 x 10-2) = 3.05 × 10–7 radian Δθ = 305 × 10–9 radian"
"A concave mirror for face viewing has a focal length of 0.4 m. The distance at which you hold the mirror from your face in order to see your image upright with a magnification of 5 is
A. 0.16 m
B. 1.60 m
C. 0.32 m
D. 0.24 m","Given, f = –0.4 m, m = 5 = (-v/u) = (y/-x) ⇒ y = 5x (1/f) = (1/v) + (1/u) ⇒ (1/-0.4) = (1/5x) + (1/-x) = 4/-5x ⇒ x = -0.32 m so u = 0.32 m"
"The value of the numerical aperture of the objective lens of a microscope is 1.25. If the light of wavelength 5000 Å is used, the minimum separation between two points, to be seen as distinct, will be
A. 0.48 m
B. 0.12 m
C. 0.38 m
D. 0.24 m","Numerical aperture of the objective lens of microscope = 0.61λ/d Minimum separation between two points d to be seen clearly, d = 0.61λ/Numerical aperture d = (0.61 x 5000 x10-10)/1.25 d = 0.24 m"
"A convergent doublet of separated lenses, corrected for spherical aberration, has a resultant focal length of 10 cm. The separation between the two lenses is 2 cm. The focal lengths of the component lenses are
A. 18 cm, 20 cm
B. 12 cm, 14 cm
C. 16 cm, 18 cm
D. 10 cm, 12 cm","Since the doublet is corrected for the spherical aberration, it satisfies the following condition f1 – f2 = d = 2 cm f1 = f2 + 2 Equivalent focal length = F F = (f1f2)/(f1 + f2 -d) = 10 cm Solving it, we get f1 = 20 cm f2 = 18 cm"
"A single slit of width b is illuminated by coherent monochromatic light of wavelength λ. If the second and fourth minima in the diffraction pattern at a distance 1 m from the slit are at 3 cm and 6 cm, respectively from the central maximum, what is the width of the central maximum? (i.e. the distance between the first minimum on either side of the central maximum)
A. 6.0 cm
B. 1.5 cm
C. 4.5 cm
D. 3.0 cm","For single slit diffraction, sin θ = nλ/b Position of nth minima from central maxima = nλD/b When n = 2, then x2 = 2λD/b = 0.03 …(1) When n = 4, then x4 = 4λD/b = 0.06 …(2) Eqn. (2) – Eqn. (1) x4 – x2 = (4λD/b) – (2λD/b) = 0.03 or then width of central maximum = 2λD/b = 2 × (0.03/2) = 0.03 m = 3 cm"
"An observer looks at a distant tree of height 10 m with a telescope of the magnifying power of 20. To the observer, the tree appears
A. 10 times taller
B. 10 times nearer
C. 20 times taller
D. 20 times nearer","The telescope resolves and brings the objects closer, which are far away from the telescope. Hence, for a telescope with magnifying power 20, the tree appears 20 times nearer."
"To determine the refractive index of a glass slab using a travelling microscope, the minimum number of readings required are
A. Two
B. Four
C. Three
D. Five","To determine the refractive index of a glass slab using a travelling microscope, the minimum number of readings required are Three"
"You are asked to design a shaving mirror assuming that a person keeps it 10 cm from his face and views the magnified image of the face at the closest comfortable distance of 25 cm. The radius of curvature of the mirror would then be
A. 30 cm
B. 24 cm
C. 60 cm
D. –24 cm",(1/15) + (1/-10) = 1/f f = -30 cm R = 2f = 2(-30) = -60 cm Magnitude of R is 60cm
"A green light is incident from the water to the air-water interface at the critical angle (θ). Select the correct statement.
A. The entire spectrum of visible light will come out of the water at various angles to the normal
B. The entire spectrum of visible light will come out of the water at an angle of 90° to the normal
C. The spectrum of visible light whose frequency is less than that of green light will come out to the air medium
D. The spectrum of visible light whose frequency is more than that of green light will come out to the air medium","As, sin θ = 1/μ Also, the refractive index (μ) of the medium depends on the wavelength of the light.μ is less for the greater wavelength (i.e. lesser frequency). So, θ will be more for a lesser frequency of light. Hence, the spectrum of visible light whose frequency is less than that of green light will come out to the air medium."
"Two blocks of masses 10 kg and 4 kg are connected by a spring of negligible mass and placed on a frictionless horizontal surface. An impulse gives a velocity of 14 m/s to the heavier block in the direction of the lighter block. The velocity of the centre of mass is
A. 30 m/s
B. 20 m/s
C. 10 m/s
D. 5 m/s","Just after collision, vc= m1v1 + m2v2/m1 + m2. vc= (10 x 14 + 4 x 0)/(10+4). vc= 10 m/s"
"A 20g bullet pierces through a plate of mass M1=1kg and then comes to rest inside the second plate of mass M2 = 2.98 kg, as shown in the figure. It is found that the two plates initially at rest, now move with equal velocities. Find the percentage loss in the initial velocity of the bullet when it is between M1 and M2. Neglect any loss of material of the plates due to the action of a bullet
A. 50%
B. 25%
C. 100%
D. 75%","Let the initial velocity of the bullet = V1 m/s. The velocity with which each plate moves = V2 m/s. Applying conservation of momentum, the initial momentum of the bullet is equal to the sum of the final momentum of the plate M1 and the momentum of the second plate including the bullet. after piercing M. ∴ mV1 = M1V2 + (M2 + m)V2. 0.02V1 = 1 x V2 + (2.98 + 0.02)V2. 0.02V1 = 1 x V2 + 3V2. 0.02V1 = 1 x V2 + 3V2. V1 = 4 V2 /0.02. V1 = 200V2 ———-(1). Let the velocity of the bullet when it comes out of the first plate = V3. The momentum of the bullet on the first and the second plate is equal to the sum of the momentum of the second plate and the bullet. 0.02V3 = (0.02 + 2.980 V2) = 0.02 V3 = 3V2. V3= 150V2———-(2). Loss percentage in the initial velocity of the bullet when it is moving between m1 and m2 is expressed as the following. Loss % ={(V1 – V3)/V1 } x 100. Loss % = {(200V2 – 150V2 )/200V2 } x 100. Loss % = {(200 – 150 )V2/200V2} x 100. Loss % = {(50 )/200} x 100. Loss % = 25%"
"Two particles A and B, initially at rest, move towards each other under the mutual force of attraction. At the instant when the speed of A is v and the speed of B is 2v, the speed of the centre of mass of the system is
A. 3v
B. v
C. 1.5v
D. zero",FA is the force on particle A. FA = mAaA = mAv/t. FB is the force on particle B. FB = mBaB = mB2v/t. Since FA= FB. mAv/t = mB2v/t. So mA = 2mB. For the centre of mass of the system. v = (mAvA + mBvB)/(mA + mB). v = (2mBv – mB2v)/(2mB + mB) = 0. The negative sign is used because the particles are travelling in the opposite directions
"Two small particles of equal masses start moving in opposite directions from a point A in a horizontal circular orbit. Their tangential velocities are v and 2v, respectively, as shown in the figure. Between collisions, the particles move with constant speeds. After making how many elastic collisions, other than that at A, will these two particles again reach the point A?
A. 4
B. 3
C. 2
D. 1","Let L be the circumference of the circle. After both the particles have left from A, the particle on the left will have a velocity v and the particle on the right will have a velocity 2v. They will first meet at point B travelling L and 2L distance. After collision velocity will get interchanged, the body with velocity will travel with a velocity 2v now and the one having velocity 2v will travel with velocity v. So the next collision will happen at point D travelling 2L distance and L distance. Again the velocity will get interchanged and they will collide at point A again. So total it will be 2 collisions before they collide again at point A."
"A point mass of 1 kg collides elastically with a stationary point mass of 5 kg. After their collision, the 1 kg mass reverses its direction and moves with a speed of 2 ms4. Which of the following statements(s) are correct for the system of these two masses
A. The total momentum of the system is 3 kg ms-1
B. The momentum of 5kg mass after the collision is 4kg ms-1
C. The kinetic energy of the centre of mass is 0.75 J
D. The total kinetic energy of the system is 4 J","If the velocity of 1 kg mass before the collision is u and velocity of 5 kg mass after the collision is v then From the conservation of linear momentum 1 x u + 5 x 0 = 1 x (-2) + 5 x v. u = -2 + 5v. Since the collision is elastic, total kinetic energy will be equal. Therefore, ½ x 1 x u2 = ½ x 1 x 22 + ½ x 5 x v2. u2 = 4 + 5v2. (-2 + 5v)2 = 4 + 5v2. 4 – 20v + 25v2 = 0. -20v + 20v2 =0. -20v (1-v) =0. v = 1m/s. Thus, u=3m/s. The velocity of the centres of mass of the combined system Vcm = ( m1v1+ m2v2)/(m1+m2). Vcm = (1 x (-2)+5 x 1)/(1+5). Vcm = 3/6. Vcm =½. The combined Kinetic Energy of the system. Kinetic Energy= ½ (1+5) x (½)2. K.E = 6/8. Kinetic Energy = 0.75 J. Total momentum of the system. = (m1 +m2)vcm. =(1+ 5) x ½. = 3 kg-m/s"
"A circular plate of uniform thickness has a diameter of 56cm. A circular portion of diameter 42cm is removed from one edge of the plate as shown in the figure. Find the position of the centre of mass of the remaining portion
","M is the mass of the original disc. M1 is the mass of the removed disc. If mass per unit area is m then, Mass of original disc M = m x π x (28 x 10-2)2. Mass of removed disc M1 = m x π x (21 x 10-2)2. Mass of the remaining part = M – M1. centre of mass position of the original disc = 0 (at origin). centre of mass position of the removed disc r1= 28 – 21 = 7cm. centre of mass of the remaining part= r2. Therefore, M x 0 = M1r1 + (M – M1)r2. M1r1 = – (M – M1)r2. r2= (M1r1)/- (M – M1). r2= [{(m π (21 x 10-2)2}/{-m π(28 x 10-2)2+ m π (21 x 10-2)2 }]x7. r2= [(21)2 / (-343)]x7. r2= – 9 cm. Answer: 9 cm to the left of the bigger circle"
"Consider a rubber ball freely falling from a height h = 4.9 m onto a horizontal elastic plate. Assume that the duration of a collision is negligible and the collision with the plate is totally elastic. Then the velocity as a function of time and the height as a function of time will be
",The velocity of the ball is reversed when it strikes the surface
